Country,Year,Gender_Female,Gender_Male,Gender_Total,Age_Under18,Age_Over18,Age_Total,VALUE
Armenia,2013-01-01,0,1,0,0,0,1,35
Switzerland,2013-01-01,0,1,0,0,0,1,28
Colombia,2013-01-01,0,1,0,0,0,1,15053
Czechia,2013-01-01,0,1,0,0,0,1,69
Germany,2013-01-01,0,1,0,0,0,1,455
Finland,2013-01-01,0,1,0,0,0,1,70
Guatemala,2013-01-01,0,1,0,0,0,1,2764
Honduras,2013-01-01,0,1,0,0,0,1,905
Hungary,2013-01-01,0,1,0,0,0,1,229
Iceland,2013-01-01,0,1,0,0,0,1,1
Italy,2013-01-01,0,1,0,0,0,1,864
Japan,2013-01-01,0,1,0,0,0,1,259
Sri Lanka,2013-01-01,0,1,0,0,0,1,809
Lithuania,2013-01-01,0,1,0,0,0,1,173
Mongolia,2013-01-01,0,1,0,0,0,1,207
Norway,2013-01-01,0,1,0,0,0,1,16
Serbia,2013-01-01,0,1,0,0,0,1,134
Slovakia,2013-01-01,0,1,0,0,0,1,53
Slovenia,2013-01-01,0,1,0,0,0,1,16
Türkiye,2013-01-01,0,1,0,0,0,1,9891
Armenia,2014-01-01,0,1,0,0,0,1,41
Switzerland,2014-01-01,0,1,0,0,0,1,26
Colombia,2014-01-01,0,1,0,0,0,1,16476
Czechia,2014-01-01,0,1,0,0,0,1,55
Germany,2014-01-01,0,1,0,0,0,1,489
Finland,2014-01-01,0,1,0,0,0,1,66
Guatemala,2014-01-01,0,1,0,0,0,1,2649
Honduras,2014-01-01,0,1,0,0,0,1,1319
Hungary,2014-01-01,0,1,0,0,0,1,204
Iceland,2014-01-01,0,1,0,0,0,1,1
Italy,2014-01-01,0,1,0,0,0,1,806
Japan,2014-01-01,0,1,0,0,0,1,243
Sri Lanka,2014-01-01,0,1,0,0,0,1,902
Lithuania,2014-01-01,0,1,0,0,0,1,174
Mongolia,2014-01-01,0,1,0,0,0,1,217
Norway,2014-01-01,0,1,0,0,0,1,18
Serbia,2014-01-01,0,1,0,0,0,1,117
Slovakia,2014-01-01,0,1,0,0,0,1,47
Slovenia,2014-01-01,0,1,0,0,0,1,23
Türkiye,2014-01-01,0,1,0,0,0,1,10389
Armenia,2015-01-01,0,1,0,0,0,1,47
Antigua and Barbuda,2015-01-01,0,1,0,0,0,1,3
Austria,2015-01-01,0,1,0,0,0,1,29
Belgium,2015-01-01,0,1,0,0,0,1,81
Belize,2015-01-01,0,1,0,0,0,1,55
Bolivia (Plurinational State of),2015-01-01,0,1,0,0,0,1,330
Bhutan,2015-01-01,0,1,0,0,0,1,21
Switzerland,2015-01-01,0,1,0,0,0,1,28
Colombia,2015-01-01,0,1,0,0,0,1,15819
Czechia,2015-01-01,0,1,0,0,0,1,66
Germany,2015-01-01,0,1,0,0,0,1,445
Denmark,2015-01-01,0,1,0,0,0,1,45
Finland,2015-01-01,0,1,0,0,0,1,65
France,2015-01-01,0,1,0,0,0,1,549
Greece,2015-01-01,0,1,0,0,0,1,60
Guatemala,2015-01-01,0,1,0,0,0,1,2415
Honduras,2015-01-01,0,1,0,0,0,1,1879
Iceland,2015-01-01,0,1,0,0,0,1,2
Italy,2015-01-01,0,1,0,0,0,1,757
Japan,2015-01-01,0,1,0,0,0,1,217
Sri Lanka,2015-01-01,0,1,0,0,0,1,855
Lithuania,2015-01-01,0,1,0,0,0,1,131
"China, Macao Special Administrative Region",2015-01-01,0,1,0,0,0,1,1
Mongolia,2015-01-01,0,1,0,0,0,1,208
Norway,2015-01-01,0,1,0,0,0,1,21
Russian Federation,2015-01-01,0,1,0,0,0,1,13528
Serbia,2015-01-01,0,1,0,0,0,1,93
Slovakia,2015-01-01,0,1,0,0,0,1,41
Slovenia,2015-01-01,0,1,0,0,0,1,12
Türkiye,2015-01-01,0,1,0,0,0,1,4798
Uzbekistan,2015-01-01,0,1,0,0,0,1,659
Albania,2016-01-01,0,1,0,0,0,1,78
Armenia,2016-01-01,0,1,0,0,0,1,58
Antigua and Barbuda,2016-01-01,0,1,0,0,0,1,8
Austria,2016-01-01,0,1,0,0,0,1,28
Azerbaijan,2016-01-01,0,1,0,0,0,1,228
Belgium,2016-01-01,0,1,0,0,0,1,69
Belize,2016-01-01,0,1,0,0,0,1,60
Bolivia (Plurinational State of),2016-01-01,0,1,0,0,0,1,580
Barbados,2016-01-01,0,1,0,0,0,1,26
Bhutan,2016-01-01,0,1,0,0,0,1,15
Switzerland,2016-01-01,0,1,0,0,0,1,29
Chile,2016-01-01,0,1,0,0,0,1,218
Colombia,2016-01-01,0,1,0,0,0,1,12351
Czechia,2016-01-01,0,1,0,0,0,1,54
Germany,2016-01-01,0,1,0,0,0,1,448
Denmark,2016-01-01,0,1,0,0,0,1,32
Spain,2016-01-01,0,1,0,0,0,1,224
Finland,2016-01-01,0,1,0,0,0,1,51
France,2016-01-01,0,1,0,0,0,1,604
Greece,2016-01-01,0,1,0,0,0,1,54
Grenada,2016-01-01,0,1,0,0,0,1,8
Guatemala,2016-01-01,0,1,0,0,0,1,2271
Guyana,2016-01-01,0,1,0,0,0,1,78
Honduras,2016-01-01,0,1,0,0,0,1,1682
Croatia,2016-01-01,0,1,0,0,0,1,44
Hungary,2016-01-01,0,1,0,0,0,1,81
Iceland,2016-01-01,0,1,0,0,0,1,1
Italy,2016-01-01,0,1,0,0,0,1,761
Japan,2016-01-01,0,1,0,0,0,1,190
Liechtenstein,2016-01-01,0,1,0,0,0,1,0
Sri Lanka,2016-01-01,0,1,0,0,0,1,446
Lithuania,2016-01-01,0,1,0,0,0,1,131
Latvia,2016-01-01,0,1,0,0,0,1,124
"China, Macao Special Administrative Region",2016-01-01,0,1,0,0,0,1,1
Montenegro,2016-01-01,0,1,0,0,0,1,21
Mongolia,2016-01-01,0,1,0,0,0,1,178
Norway,2016-01-01,0,1,0,0,0,1,21
Panama,2016-01-01,0,1,0,0,0,1,288
Russian Federation,2016-01-01,0,1,0,0,0,1,12604
Serbia,2016-01-01,0,1,0,0,0,1,110
Slovakia,2016-01-01,0,1,0,0,0,1,46
Slovenia,2016-01-01,0,1,0,0,0,1,10
Türkiye,2016-01-01,0,1,0,0,0,1,5345
Uzbekistan,2016-01-01,0,1,0,0,0,1,640
Albania,2017-01-01,0,1,0,0,0,1,47
Armenia,2017-01-01,0,1,0,0,0,1,59
Antigua and Barbuda,2017-01-01,0,1,0,0,0,1,16
Austria,2017-01-01,0,1,0,0,0,1,71
Azerbaijan,2017-01-01,0,1,0,0,0,1,219
Belgium,2017-01-01,0,1,0,0,0,1,67
Bolivia (Plurinational State of),2017-01-01,0,1,0,0,0,1,684
Switzerland,2017-01-01,0,1,0,0,0,1,25
Chile,2017-01-01,0,1,0,0,0,1,272
Czechia,2017-01-01,0,1,0,0,0,1,30
Germany,2017-01-01,0,1,0,0,0,1,424
Dominica,2017-01-01,0,1,0,0,0,1,15
Denmark,2017-01-01,0,1,0,0,0,1,48
Spain,2017-01-01,0,1,0,0,0,1,242
Finland,2017-01-01,0,1,0,0,0,1,50
France,2017-01-01,0,1,0,0,0,1,704
Greece,2017-01-01,0,1,0,0,0,1,41
Hungary,2017-01-01,0,1,0,0,0,1,71
Iceland,2017-01-01,0,1,0,0,0,1,1
Italy,2017-01-01,0,1,0,0,0,1,753
Jordan,2017-01-01,0,1,0,0,0,1,244
Saint Kitts and Nevis,2017-01-01,0,1,0,0,0,1,35
Saint Lucia,2017-01-01,0,1,0,0,0,1,23
Sri Lanka,2017-01-01,0,1,0,0,0,1,414
Lithuania,2017-01-01,0,1,0,0,0,1,178
Latvia,2017-01-01,0,1,0,0,0,1,152
Mexico,2017-01-01,0,1,0,0,0,1,4428
Malta,2017-01-01,0,1,0,0,0,1,11
Mongolia,2017-01-01,0,1,0,0,0,1,170
Norway,2017-01-01,0,1,0,0,0,1,21
Oman,2017-01-01,0,1,0,0,0,1,19
Russian Federation,2017-01-01,0,1,0,0,0,1,10769
Serbia,2017-01-01,0,1,0,0,0,1,65
Slovakia,2017-01-01,0,1,0,0,0,1,39
Slovenia,2017-01-01,0,1,0,0,0,1,17
Trinidad and Tobago,2017-01-01,0,1,0,0,0,1,117
Türkiye,2017-01-01,0,1,0,0,0,1,5935
Uzbekistan,2017-01-01,0,1,0,0,0,1,473
Albania,2018-01-01,0,1,0,0,0,1,57
Armenia,2018-01-01,0,1,0,0,0,1,40
Antigua and Barbuda,2018-01-01,0,1,0,0,0,1,7
Austria,2018-01-01,0,1,0,0,0,1,44
Azerbaijan,2018-01-01,0,1,0,0,0,1,189
Belgium,2018-01-01,0,1,0,0,0,1,51
Bulgaria,2018-01-01,0,1,0,0,0,1,108
Bahamas,2018-01-01,0,1,0,0,0,1,99
Bolivia (Plurinational State of),2018-01-01,0,1,0,0,0,1,501
Barbados,2018-01-01,0,1,0,0,0,1,18
Switzerland,2018-01-01,0,1,0,0,0,1,19
Chile,2018-01-01,0,1,0,0,0,1,259
Czechia,2018-01-01,0,1,0,0,0,1,38
Germany,2018-01-01,0,1,0,0,0,1,402
Dominica,2018-01-01,0,1,0,0,0,1,12
Denmark,2018-01-01,0,1,0,0,0,1,56
Spain,2018-01-01,0,1,0,0,0,1,241
Finland,2018-01-01,0,1,0,0,0,1,50
France,2018-01-01,0,1,0,0,0,1,692
Greece,2018-01-01,0,1,0,0,0,1,50
Guyana,2018-01-01,0,1,0,0,0,1,71
Croatia,2018-01-01,0,1,0,0,0,1,16
Hungary,2018-01-01,0,1,0,0,0,1,42
Iceland,2018-01-01,0,1,0,0,0,1,2
Italy,2018-01-01,0,1,0,0,0,1,625
Jordan,2018-01-01,0,1,0,0,0,1,224
Saint Kitts and Nevis,2018-01-01,0,1,0,0,0,1,17
Saint Lucia,2018-01-01,0,1,0,0,0,1,17
Sri Lanka,2018-01-01,0,1,0,0,0,1,452
Lithuania,2018-01-01,0,1,0,0,0,1,99
Latvia,2018-01-01,0,1,0,0,0,1,131
Mexico,2018-01-01,0,1,0,0,0,1,5219
Malta,2018-01-01,0,1,0,0,0,1,1
Mongolia,2018-01-01,0,1,0,0,0,1,178
Norway,2018-01-01,0,1,0,0,0,1,21
Oman,2018-01-01,0,1,0,0,0,1,3
Russian Federation,2018-01-01,0,1,0,0,0,1,9748
Serbia,2018-01-01,0,1,0,0,0,1,96
Slovakia,2018-01-01,0,1,0,0,0,1,40
Slovenia,2018-01-01,0,1,0,0,0,1,8
Trinidad and Tobago,2018-01-01,0,1,0,0,0,1,114
Türkiye,2018-01-01,0,1,0,0,0,1,4663
Uzbekistan,2018-01-01,0,1,0,0,0,1,403
Albania,2019-01-01,0,1,0,0,0,1,78
Antigua and Barbuda,2019-01-01,0,1,0,0,0,1,2
Austria,2019-01-01,0,1,0,0,0,1,28
Azerbaijan,2019-01-01,0,1,0,0,0,1,204
Belgium,2019-01-01,0,1,0,0,0,1,50
Bulgaria,2019-01-01,0,1,0,0,0,1,109
Bolivia (Plurinational State of),2019-01-01,0,1,0,0,0,1,188
Barbados,2019-01-01,0,1,0,0,0,1,34
Bhutan,2019-01-01,0,1,0,0,0,1,5
Canada,2019-01-01,0,1,0,0,0,1,474
Switzerland,2019-01-01,0,1,0,0,0,1,26
Chile,2019-01-01,0,1,0,0,0,1,725
Colombia,2019-01-01,0,1,0,0,0,1,8781
Costa Rica,2019-01-01,0,1,0,0,0,1,194
Germany,2019-01-01,0,1,0,0,0,1,420
Dominica,2019-01-01,0,1,0,0,0,1,14
Denmark,2019-01-01,0,1,0,0,0,1,55
Dominican Republic,2019-01-01,0,1,0,0,0,1,897
Spain,2019-01-01,0,1,0,0,0,1,251
France,2019-01-01,0,1,0,0,0,1,669
Guyana,2019-01-01,0,1,0,0,0,1,75
Honduras,2019-01-01,0,1,0,0,0,1,1561
Croatia,2019-01-01,0,1,0,0,0,1,21
Hungary,2019-01-01,0,1,0,0,0,1,44
Iceland,2019-01-01,0,1,0,0,0,1,0
Italy,2019-01-01,0,1,0,0,0,1,723
Jordan,2019-01-01,0,1,0,0,0,1,135
Saint Kitts and Nevis,2019-01-01,0,1,0,0,0,1,26
Saint Lucia,2019-01-01,0,1,0,0,0,1,15
Lithuania,2019-01-01,0,1,0,0,0,1,89
Latvia,2019-01-01,0,1,0,0,0,1,127
Mexico,2019-01-01,0,1,0,0,0,1,8032
Malta,2019-01-01,0,1,0,0,0,1,3
Mongolia,2019-01-01,0,1,0,0,0,1,200
Norway,2019-01-01,0,1,0,0,0,1,18
Russian Federation,2019-01-01,0,1,0,0,0,1,9302
El Salvador,2019-01-01,0,1,0,0,0,1,1591
Serbia,2019-01-01,0,1,0,0,0,1,76
Slovakia,2019-01-01,0,1,0,0,0,1,67
Slovenia,2019-01-01,0,1,0,0,0,1,21
Trinidad and Tobago,2019-01-01,0,1,0,0,0,1,98
Türkiye,2019-01-01,0,1,0,0,0,1,4520
Uruguay,2019-01-01,0,1,0,0,0,1,228
Albania,2020-01-01,0,1,0,0,0,1,69
Antigua and Barbuda,2020-01-01,0,1,0,0,0,1,8
Austria,2020-01-01,0,1,0,0,0,1,36
Azerbaijan,2020-01-01,0,1,0,0,0,1,213
Belgium,2020-01-01,0,1,0,0,0,1,51
Bulgaria,2020-01-01,0,1,0,0,0,1,64
Bosnia and Herzegovina,2020-01-01,0,1,0,0,0,1,33
Belize,2020-01-01,0,1,0,0,0,1,53
Bolivia (Plurinational State of),2020-01-01,0,1,0,0,0,1,139
Barbados,2020-01-01,0,1,0,0,0,1,40
Bhutan,2020-01-01,0,1,0,0,0,1,18
Canada,2020-01-01,0,1,0,0,0,1,554
Switzerland,2020-01-01,0,1,0,0,0,1,16
Chile,2020-01-01,0,1,0,0,0,1,818
Colombia,2020-01-01,0,1,0,0,0,1,7265
Costa Rica,2020-01-01,0,1,0,0,0,1,85
Czechia,2020-01-01,0,1,0,0,0,1,42
Germany,2020-01-01,0,1,0,0,0,1,397
Dominica,2020-01-01,0,1,0,0,0,1,7
Denmark,2020-01-01,0,1,0,0,0,1,80
Dominican Republic,2020-01-01,0,1,0,0,0,1,848
Spain,2020-01-01,0,1,0,0,0,1,256
France,2020-01-01,0,1,0,0,0,1,660
Greece,2020-01-01,0,1,0,0,0,1,33
Guyana,2020-01-01,0,1,0,0,0,1,136
Honduras,2020-01-01,0,1,0,0,0,1,1169
Croatia,2020-01-01,0,1,0,0,0,1,28
Hungary,2020-01-01,0,1,0,0,0,1,71
Iceland,2020-01-01,0,1,0,0,0,1,2
Italy,2020-01-01,0,1,0,0,0,1,659
Jordan,2020-01-01,0,1,0,0,0,1,182
Saint Kitts and Nevis,2020-01-01,0,1,0,0,0,1,27
Saint Lucia,2020-01-01,0,1,0,0,0,1,14
Liechtenstein,2020-01-01,0,1,0,0,0,1,1
Lithuania,2020-01-01,0,1,0,0,0,1,77
Latvia,2020-01-01,0,1,0,0,0,1,114
"China, Macao Special Administrative Region",2020-01-01,0,1,0,0,0,1,1
Mexico,2020-01-01,0,1,0,0,0,1,13564
Malta,2020-01-01,0,1,0,0,0,1,4
Montenegro,2020-01-01,0,1,0,0,0,1,14
Mongolia,2020-01-01,0,1,0,0,0,1,190
Norway,2020-01-01,0,1,0,0,0,1,20
Russian Federation,2020-01-01,0,1,0,0,0,1,9277
El Salvador,2020-01-01,0,1,0,0,0,1,1101
Serbia,2020-01-01,0,1,0,0,0,1,74
Slovakia,2020-01-01,0,1,0,0,0,1,50
Slovenia,2020-01-01,0,1,0,0,0,1,8
Trinidad and Tobago,2020-01-01,0,1,0,0,0,1,90
Türkiye,2020-01-01,0,1,0,0,0,1,5794
Uruguay,2020-01-01,0,1,0,0,0,1,242
Saint Vincent and the Grenadines,2020-01-01,0,1,0,0,0,1,13
Albania,2021-01-01,0,1,0,0,0,1,63
Austria,2021-01-01,0,1,0,0,0,1,34
Bulgaria,2021-01-01,0,1,0,0,0,1,79
Bahamas,2021-01-01,0,1,0,0,0,1,301
Belize,2021-01-01,0,1,0,0,0,1,42
Bolivia (Plurinational State of),2021-01-01,0,1,0,0,0,1,145
Barbados,2021-01-01,0,1,0,0,0,1,36
Canada,2021-01-01,0,1,0,0,0,1,520
Switzerland,2021-01-01,0,1,0,0,0,1,24
Chile,2021-01-01,0,1,0,0,0,1,658
Czechia,2021-01-01,0,1,0,0,0,1,35
Germany,2021-01-01,0,1,0,0,0,1,367
Dominica,2021-01-01,0,1,0,0,0,1,7
Denmark,2021-01-01,0,1,0,0,0,1,60
Ecuador,2021-01-01,0,1,0,0,0,1,714
France,2021-01-01,0,1,0,0,0,1,749
Greece,2021-01-01,0,1,0,0,0,1,55
Grenada,2021-01-01,0,1,0,0,0,1,4
Guyana,2021-01-01,0,1,0,0,0,1,98
Honduras,2021-01-01,0,1,0,0,0,1,1248
Croatia,2021-01-01,0,1,0,0,0,1,27
Hungary,2021-01-01,0,1,0,0,0,1,61
Iceland,2021-01-01,0,1,0,0,0,1,0
Italy,2021-01-01,0,1,0,0,0,1,608
Jordan,2021-01-01,0,1,0,0,0,1,191
Saint Kitts and Nevis,2021-01-01,0,1,0,0,0,1,24
Saint Lucia,2021-01-01,0,1,0,0,0,1,28
Lithuania,2021-01-01,0,1,0,0,0,1,82
Latvia,2021-01-01,0,1,0,0,0,1,121
Mexico,2021-01-01,0,1,0,0,0,1,9165
Norway,2021-01-01,0,1,0,0,0,1,20
El Salvador,2021-01-01,0,1,0,0,0,1,1012
Serbia,2021-01-01,0,1,0,0,0,1,94
Slovakia,2021-01-01,0,1,0,0,0,1,44
Slovenia,2021-01-01,0,1,0,0,0,1,10
Türkiye,2021-01-01,0,1,0,0,0,1,5325
Uruguay,2021-01-01,0,1,0,0,0,1,193
Holy See,2021-01-01,0,1,0,0,0,1,0
Saint Vincent and the Grenadines,2021-01-01,0,1,0,0,0,1,9
Albania,2022-01-01,0,1,0,0,0,1,34
Antigua and Barbuda,2022-01-01,0,1,0,0,0,1,0
Austria,2022-01-01,0,1,0,0,0,1,35
Bulgaria,2022-01-01,0,1,0,0,0,1,89
Bahamas,2022-01-01,0,1,0,0,0,1,261
Bosnia and Herzegovina,2022-01-01,0,1,0,0,0,1,32
Belize,2022-01-01,0,1,0,0,0,1,44
Bolivia (Plurinational State of),2022-01-01,0,1,0,0,0,1,132
Barbados,2022-01-01,0,1,0,0,0,1,26
Canada,2022-01-01,0,1,0,0,0,1,602
Switzerland,2022-01-01,0,1,0,0,0,1,23
Chile,2022-01-01,0,1,0,0,0,1,842
Czechia,2022-01-01,0,1,0,0,0,1,50
Germany,2022-01-01,0,1,0,0,0,1,360
Dominica,2022-01-01,0,1,0,0,0,1,15
Denmark,2022-01-01,0,1,0,0,0,1,77
Ecuador,2022-01-01,0,1,0,0,0,1,775
France,2022-01-01,0,1,0,0,0,1,851
Greece,2022-01-01,0,1,0,0,0,1,52
Grenada,2022-01-01,0,1,0,0,0,1,8
Guyana,2022-01-01,0,1,0,0,0,1,68
Honduras,2022-01-01,0,1,0,0,0,1,1233
Croatia,2022-01-01,0,1,0,0,0,1,26
Hungary,2022-01-01,0,1,0,0,0,1,72
Iceland,2022-01-01,0,1,0,0,0,1,5
Italy,2022-01-01,0,1,0,0,0,1,534
Jordan,2022-01-01,0,1,0,0,0,1,162
Saint Kitts and Nevis,2022-01-01,0,1,0,0,0,1,13
Saint Lucia,2022-01-01,0,1,0,0,0,1,13
Lithuania,2022-01-01,0,1,0,0,0,1,60
Latvia,2022-01-01,0,1,0,0,0,1,109
Morocco,2022-01-01,0,1,0,0,0,1,781
Mexico,2022-01-01,0,1,0,0,0,1,9937
Montenegro,2022-01-01,0,1,0,0,0,1,7
Mauritius,2022-01-01,0,1,0,0,0,1,36
Norway,2022-01-01,0,1,0,0,0,1,16
Oman,2022-01-01,0,1,0,0,0,1,8
El Salvador,2022-01-01,0,1,0,0,0,1,513
Serbia,2022-01-01,0,1,0,0,0,1,83
Slovakia,2022-01-01,0,1,0,0,0,1,29
Slovenia,2022-01-01,0,1,0,0,0,1,9
Türkiye,2022-01-01,0,1,0,0,0,1,5780
Uruguay,2022-01-01,0,1,0,0,0,1,235
Holy See,2022-01-01,0,1,0,0,0,1,0
Saint Vincent and the Grenadines,2022-01-01,0,1,0,0,0,1,8
Armenia,2013-01-01,1,0,0,0,0,1,8
Switzerland,2013-01-01,1,0,0,0,0,1,3
Colombia,2013-01-01,1,0,0,0,0,1,1306
Czechia,2013-01-01,1,0,0,0,0,1,15
Germany,2013-01-01,1,0,0,0,0,1,110
Finland,2013-01-01,1,0,0,0,0,1,13
Guatemala,2013-01-01,1,0,0,0,0,1,294
Honduras,2013-01-01,1,0,0,0,0,1,18
Hungary,2013-01-01,1,0,0,0,0,1,56
Iceland,2013-01-01,1,0,0,0,0,1,0
Italy,2013-01-01,1,0,0,0,0,1,51
Japan,2013-01-01,1,0,0,0,0,1,80
Sri Lanka,2013-01-01,1,0,0,0,0,1,83
Lithuania,2013-01-01,1,0,0,0,0,1,20
Mongolia,2013-01-01,1,0,0,0,0,1,31
Norway,2013-01-01,1,0,0,0,0,1,5
Serbia,2013-01-01,1,0,0,0,0,1,17
Slovakia,2013-01-01,1,0,0,0,0,1,9
Slovenia,2013-01-01,1,0,0,0,0,1,2
Türkiye,2013-01-01,1,0,0,0,0,1,549
Armenia,2014-01-01,1,0,0,0,0,1,3
Switzerland,2014-01-01,1,0,0,0,0,1,6
Colombia,2014-01-01,1,0,0,0,0,1,1514
Czechia,2014-01-01,1,0,0,0,0,1,10
Germany,2014-01-01,1,0,0,0,0,1,122
Finland,2014-01-01,1,0,0,0,0,1,11
Guatemala,2014-01-01,1,0,0,0,0,1,238
Honduras,2014-01-01,1,0,0,0,0,1,37
Hungary,2014-01-01,1,0,0,0,0,1,44
Iceland,2014-01-01,1,0,0,0,0,1,0
Italy,2014-01-01,1,0,0,0,0,1,53
Japan,2014-01-01,1,0,0,0,0,1,85
Sri Lanka,2014-01-01,1,0,0,0,0,1,54
Lithuania,2014-01-01,1,0,0,0,0,1,20
Mongolia,2014-01-01,1,0,0,0,0,1,24
Norway,2014-01-01,1,0,0,0,0,1,3
Serbia,2014-01-01,1,0,0,0,0,1,12
Slovakia,2014-01-01,1,0,0,0,0,1,3
Slovenia,2014-01-01,1,0,0,0,0,1,1
Türkiye,2014-01-01,1,0,0,0,0,1,493
Armenia,2015-01-01,1,0,0,0,0,1,2
Austria,2015-01-01,1,0,0,0,0,1,2
Belgium,2015-01-01,1,0,0,0,0,1,17
Bolivia (Plurinational State of),2015-01-01,1,0,0,0,0,1,22
Bhutan,2015-01-01,1,0,0,0,0,1,3
Switzerland,2015-01-01,1,0,0,0,0,1,6
Colombia,2015-01-01,1,0,0,0,0,1,1495
Czechia,2015-01-01,1,0,0,0,0,1,16
Germany,2015-01-01,1,0,0,0,0,1,101
Denmark,2015-01-01,1,0,0,0,0,1,6
Finland,2015-01-01,1,0,0,0,0,1,8
France,2015-01-01,1,0,0,0,0,1,87
Greece,2015-01-01,1,0,0,0,0,1,6
Guatemala,2015-01-01,1,0,0,0,0,1,275
Honduras,2015-01-01,1,0,0,0,0,1,58
Iceland,2015-01-01,1,0,0,0,0,1,0
Italy,2015-01-01,1,0,0,0,0,1,58
Japan,2015-01-01,1,0,0,0,0,1,64
Sri Lanka,2015-01-01,1,0,0,0,0,1,68
Lithuania,2015-01-01,1,0,0,0,0,1,14
Mongolia,2015-01-01,1,0,0,0,0,1,22
Norway,2015-01-01,1,0,0,0,0,1,2
Russian Federation,2015-01-01,1,0,0,0,0,1,1991
Serbia,2015-01-01,1,0,0,0,0,1,10
Slovakia,2015-01-01,1,0,0,0,0,1,3
Slovenia,2015-01-01,1,0,0,0,0,1,2
Türkiye,2015-01-01,1,0,0,0,0,1,370
Uzbekistan,2015-01-01,1,0,0,0,0,1,62
Albania,2016-01-01,1,0,0,0,0,1,2
Armenia,2016-01-01,1,0,0,0,0,1,3
Austria,2016-01-01,1,0,0,0,0,1,7
Azerbaijan,2016-01-01,1,0,0,0,0,1,10
Belgium,2016-01-01,1,0,0,0,0,1,14
Bolivia (Plurinational State of),2016-01-01,1,0,0,0,0,1,17
Barbados,2016-01-01,1,0,0,0,0,1,1
Bhutan,2016-01-01,1,0,0,0,0,1,3
Switzerland,2016-01-01,1,0,0,0,0,1,4
Chile,2016-01-01,1,0,0,0,0,1,20
Colombia,2016-01-01,1,0,0,0,0,1,1082
Czechia,2016-01-01,1,0,0,0,0,1,12
Germany,2016-01-01,1,0,0,0,0,1,118
Denmark,2016-01-01,1,0,0,0,0,1,2
Spain,2016-01-01,1,0,0,0,0,1,36
Finland,2016-01-01,1,0,0,0,0,1,5
France,2016-01-01,1,0,0,0,0,1,95
Greece,2016-01-01,1,0,0,0,0,1,5
Grenada,2016-01-01,1,0,0,0,0,1,1
Guatemala,2016-01-01,1,0,0,0,0,1,132
Guyana,2016-01-01,1,0,0,0,0,1,3
Honduras,2016-01-01,1,0,0,0,0,1,50
Croatia,2016-01-01,1,0,0,0,0,1,2
Hungary,2016-01-01,1,0,0,0,0,1,13
Iceland,2016-01-01,1,0,0,0,0,1,0
Italy,2016-01-01,1,0,0,0,0,1,62
Japan,2016-01-01,1,0,0,0,0,1,68
Liechtenstein,2016-01-01,1,0,0,0,0,1,0
Sri Lanka,2016-01-01,1,0,0,0,0,1,65
Lithuania,2016-01-01,1,0,0,0,0,1,16
Latvia,2016-01-01,1,0,0,0,0,1,16
Montenegro,2016-01-01,1,0,0,0,0,1,1
Mongolia,2016-01-01,1,0,0,0,0,1,14
Norway,2016-01-01,1,0,0,0,0,1,3
Panama,2016-01-01,1,0,0,0,0,1,11
Russian Federation,2016-01-01,1,0,0,0,0,1,1853
Serbia,2016-01-01,1,0,0,0,0,1,11
Slovakia,2016-01-01,1,0,0,0,0,1,1
Slovenia,2016-01-01,1,0,0,0,0,1,1
Türkiye,2016-01-01,1,0,0,0,0,1,434
Uzbekistan,2016-01-01,1,0,0,0,0,1,67
Albania,2017-01-01,1,0,0,0,0,1,1
Armenia,2017-01-01,1,0,0,0,0,1,2
Antigua and Barbuda,2017-01-01,1,0,0,0,0,1,0
Austria,2017-01-01,1,0,0,0,0,1,11
Azerbaijan,2017-01-01,1,0,0,0,0,1,15
Belgium,2017-01-01,1,0,0,0,0,1,14
Bolivia (Plurinational State of),2017-01-01,1,0,0,0,0,1,31
Switzerland,2017-01-01,1,0,0,0,0,1,2
Chile,2017-01-01,1,0,0,0,0,1,27
Czechia,2017-01-01,1,0,0,0,0,1,4
Germany,2017-01-01,1,0,0,0,0,1,120
Dominica,2017-01-01,1,0,0,0,0,1,0
Denmark,2017-01-01,1,0,0,0,0,1,7
Spain,2017-01-01,1,0,0,0,0,1,29
Finland,2017-01-01,1,0,0,0,0,1,5
France,2017-01-01,1,0,0,0,0,1,134
Greece,2017-01-01,1,0,0,0,0,1,3
Hungary,2017-01-01,1,0,0,0,0,1,18
Iceland,2017-01-01,1,0,0,0,0,1,0
Italy,2017-01-01,1,0,0,0,0,1,52
Jordan,2017-01-01,1,0,0,0,0,1,2
Saint Kitts and Nevis,2017-01-01,1,0,0,0,0,1,1
Saint Lucia,2017-01-01,1,0,0,0,0,1,3
Sri Lanka,2017-01-01,1,0,0,0,0,1,59
Lithuania,2017-01-01,1,0,0,0,0,1,27
Latvia,2017-01-01,1,0,0,0,0,1,29
Mexico,2017-01-01,1,0,0,0,0,1,160
Mongolia,2017-01-01,1,0,0,0,0,1,26
Norway,2017-01-01,1,0,0,0,0,1,2
Oman,2017-01-01,1,0,0,0,0,1,1
Russian Federation,2017-01-01,1,0,0,0,0,1,1575
Serbia,2017-01-01,1,0,0,0,0,1,11
Slovakia,2017-01-01,1,0,0,0,0,1,4
Slovenia,2017-01-01,1,0,0,0,0,1,2
Trinidad and Tobago,2017-01-01,1,0,0,0,0,1,8
